"nurseryid"	"X1.Butanol"	"X1.Butanol..2.methyl."	"X1.Butanol..2.methyl...acetate"	"X1.Dodecanol"	"X1.Heptanol"	"X1.Hexanol"	"X1.Hexanol..2.ethyl."	"X1.Octanol"	"X1.Octen.3.ol"	"X1.Octen.3.one"	"X1.Pentanol"	"X1.Penten.3.one"	"X1.Penten.3.one..2.methyl."	"X1.Propanol"	"X1.Propanol..2.methyl."	"X1.3.Dioxolane..2.4.5.trimethyl."	"X1.3.6.10.Dodecatetraene..3.7.11.trimethyl"	"X2.Buten.1.one..1..2.6.6.trimethyl.1.3.cyclohexadien.1.yl.."	"X2.Dodecanone"	"X2.Heptanone"	"X2.Heptenal"	"X2.Hexen.1.ol..acetate...Z.."	"X2.Hexenal"	"X2.Octenal...E.."	"X2.Pentenal...E.."	"X2.Propenal"	"X2.2.7.7.Tetramethyloctane"	"X2.4.Heptadienal...E.E.."	"X2.4.Hexadienal.294"	"X2.4.Hexadienal.430"	"X3.Hexen.1.ol..acetate"	"X3.Hexenal"	"X3.Methyl.3.buten.1.ol..acetate"	"X4.Oxohex.2.enal.571"	"X4.Oxohex.2.enal.684"	"X5.Hepten.2.ol..6.methyl."	"X5.Hepten.2.one..6.methyl."	"X5.Hexen.1.ol"	"X5.Hexene.1.ol..acetate"	"X5.9.Undecadien.2.one..6.10.dimethyl"	"à.Farnesene"	"Acetic.acid"	"Acetic.acid..butyl.ester"	"Acetic.acid..hexyl.ester"	"Acetic.acid..methyl.ester"	"Acetic.acid..pentyl.ester"	"Acetone"	"Benzaldehyde"	"Benzene"	"Benzophenone"	"Benzothiazole"	"Butanal"	"Butanal..2.methyl."	"Butane..1.methoxy.2.methyl."	"Butanoic.acid..2.methyl...2.methylbutyl.ester"	"Butanoic.acid..2.methyl...ethyl.ester"	"Butanoic.acid..2.methyl...hexyl.ester"	"Butanoic.acid..2.methyl...methyl.ester"	"Butanoic.acid..2.methyl...pentyl.ester"	"Butanoic.acid..2.methylbutyl.ester"	"Butanoic.acid..2.methylpropyl.ester"	"Butanoic.acid..3.hydroxy...ethyl.ester"	"Butanoic.acid..butyl.ester"	"Butanoic.acid..ethyl.ester"	"Butanoic.acid..hexyl.ester"	"Butanoic.acid..methyl.ester"	"Butanoic.acid..pentyl.ester"	"Butanoic.acid..propyl.ester"	"Butyl.2.methylbutanoate"	"Butyrolactone"	"Cyclopropane..nonyl."	"Decanal"	"Estragole"	"Ethanol"	"Ethyl.Acetate"	"Furan..2.methyl."	"Furan..2.pentyl."	"Furan..tetrahydro.2.2.5.5.tetramethyl."	"Heptanal"	"Heptane..2.2.4.6.6.pentamethyl"	"Hexamethylene.diacrylate"	"Hexanal"	"Hexane..1.methoxy."	"Hexanoic.acid..2.ethyl."	"Hexanoic.acid..butyl.ester"	"Hexanoic.acid..ethyl.ester"	"Hexanoic.acid..hexyl.ester"	"Hexanoic.acid..methyl.ester"	"Hexanoic.acid..propyl.ester"	"Isobutyl.acetate"	"Isopropyl.Alcohol"	"Methylene.chloride"	"n.Propyl.acetate"	"Octanal"	"Octane..2.2.6.trimethyl."	"Pentanal"	"Pentane..1.chloro."	"Pentanoic.acid..ethyl.ester"	"Phenol"	"Propanal"	"Propanoic.acid..2.methyl...butyl.ester"	"Propanoic.acid..2.methyl...ethyl.ester"	"Propanoic.acid..2.methyl...hexyl.ester"	"Propanoic.acid..butyl.ester"	"Propanoic.acid..ethyl.ester"	"Propanoic.acid..hexyl.ester"	"Propanoic.acid..propyl.ester"	"Tetrahydrofuran"	"Toluene"
"10017"	"8.13194668292447"	"1.05154162474344"	"0.0177874628870024"	"0"	"0"	"12.4587202542478"	"0.615393487885432"	"0"	"0"	"0.0301630963696975"	"0.588172655380265"	"0.0343813367579074"	"0"	"0"	"0.146129692354748"	"0"	"0"	"0"	"0"	"0.0817644520561347"	"0.0130182560418364"	"0"	"4.12564094906289"	"0"	"0"	"0"	"0"	"0"	"0"	"0.224377227680967"	"0"	"8.39740747110516"	"0"	"0"	"0"	"0"	"0.0151078092028906"	"0"	"0"	"0"	"0.295915330358458"	"0"	"0.0756018664889843"	"0.0319066219989063"	"0"	"0"	"0.0409970536167601"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.244267631699005"	"7.26915792758344"	"0.293214049953606"	"0.386095666314117"	"0"	"0.352208654601703"	"0"	"0"	"0"	"0"	"0"	"0.0890969402309528"	"0"	"0"	"0"	"0"	"0.240849579978188"	"0"	"0"	"3.13100746533803"	"0"	"0"	"0"	"0.267577117281707"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0655536800954871"	"0"	"0.214889276339029"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"10019"	"17.1001501051256"	"2.28337802398562"	"0"	"0"	"0.253024202284857"	"57.9853959499349"	"0.0774566714448398"	"0.885548308370701"	"0.012410539251797"	"0.164250713692673"	"0.839536580757771"	"0.0559219592012189"	"0"	"0"	"0.0316728748251518"	"0"	"0"	"0"	"0"	"0"	"0.146265831670795"	"0"	"5.28658639104639"	"0.0425303633549362"	"0"	"0"	"0"	"0"	"0"	"0.685976957303238"	"0"	"14.9913438222034"	"0"	"0.0437272177338979"	"0.0220945731623822"	"0.0435512862067949"	"0.0996093106777437"	"0"	"0"	"0"	"0.611910651050649"	"0"	"1.60383600061706"	"0.289817291209144"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.290221153729488"	"0.989296776553094"	"0.0640226093678772"	"0"	"0.0321382700470942"	"0"	"0"	"26.7232839742845"	"34.5797507145593"	"39.8792407731281"	"3.07345877915653"	"0.658913835151292"	"7.00846637974517"	"0.28964222633981"	"0.00892050841611359"	"0"	"0.0924775838968053"	"0"	"0.0404573179715355"	"0"	"0"	"0"	"0"	"0.137860117969456"	"0"	"0"	"12.9914521544245"	"0"	"0"	"5.28510093963035"	"0.518886206101617"	"3.31465136957927"	"0.0650339989842771"	"0"	"0"	"0"	"0"	"0"	"0.119850102872277"	"0.00639723432172763"	"0.105363918263772"	"0.0593391907843079"	"0"	"0.00824243537766346"	"0"	"0.164303579816581"	"0"	"0.130973655337139"	"1.19976981569656"	"0"	"0.151847107703028"	"0"	"0"	"0"
"10026"	"0.564908021833458"	"0"	"0"	"0"	"0"	"2.12459752738267"	"0.0472928038259429"	"0"	"0"	"0.0340411884843772"	"0"	"0.0824405648789493"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0797995086745114"	"0"	"24.3303809589569"	"0.0234042823813296"	"0"	"0"	"0"	"0"	"1.19922757964052"	"0.749111017029225"	"0"	"20.8650808215892"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.382333541686351"	"0"	"0.119366291873505"	"0.0368403264843336"	"0"	"0"	"0"	"0"	"0"	"0.012936360266595"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.00386909737111791"	"0.526466890040484"	"0"	"0.432752549296082"	"0"	"0"	"0"	"0.0106314550066503"	"0.0100881623990639"	"0.00306024551738173"	"0.0711931359794167"	"0"	"0"	"0"	"0.0165204561477465"	"0"	"0.0609777813310851"	"0"	"0"	"85.9280700574909"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.025162260969423"	"0"	"0"	"0.0178559747650577"	"0.204787697965651"	"0.0596322690370457"	"0"	"0.00497548823653397"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"10031"	"4.82896431837673"	"0.914644518225135"	"0.311587898068773"	"0"	"0.0413192628099056"	"15.4739300317067"	"0.676228501884254"	"0.078913608978944"	"0"	"0.140263973552825"	"0.284289338927381"	"0.307578297089458"	"0"	"0"	"0.00553835587677438"	"0"	"0"	"0.0120732848658247"	"0"	"0"	"0.161055716283588"	"0"	"25.4533980634348"	"0.080498055250113"	"0"	"0"	"0"	"0.00691943077366528"	"1.21224373961347"	"1.48773143947077"	"0"	"54.1654523100355"	"0"	"0.16239729122852"	"0.0581868098628889"	"0"	"0.0746655848661806"	"0"	"0"	"0"	"0.243481618288122"	"0"	"0.946057655695644"	"0.615350535384484"	"0"	"0"	"0"	"0"	"0.235481988377762"	"0"	"0"	"0.00654871838669385"	"0"	"0.0170436954873974"	"0"	"0"	"0.0453706768014291"	"0"	"0"	"0"	"0"	"0"	"3.47799212136093"	"0.825065922217122"	"2.25579065737172"	"0.405712547106362"	"0.0212632511663161"	"0.5778264706615"	"0"	"0"	"0"	"0.0223548376765488"	"0.00722235270254401"	"0"	"0"	"0"	"0.0549102710550757"	"0"	"0.204698715006067"	"0"	"0"	"29.2297002273916"	"0.152194916249426"	"0.0059153846975051"	"0"	"0"	"0.0347661851942793"	"0"	"0"	"0"	"0"	"0"	"0"	"0.153406603964941"	"0.0102192781116888"	"0.674903830071918"	"0.0117681388405519"	"0"	"0"	"0.0180961379010935"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.085825210933302"
"10041"	"1.57550552579689"	"0.454419927687564"	"0.00657252650447301"	"0"	"0"	"3.61054395718936"	"0.44709678046025"	"0"	"0"	"0.0127230436676557"	"0.126612515774915"	"0.0729863960267761"	"0"	"0"	"0.00769599188259652"	"0"	"0"	"0.0497968033987891"	"0"	"0.0647240389163147"	"0.0157685643388657"	"0"	"3.20253833239064"	"0.00672562444007923"	"0"	"0.113104182061764"	"0"	"0"	"0"	"0.400281613528209"	"0"	"13.5926802898176"	"0"	"0"	"0"	"0"	"0.0472033288527219"	"0"	"0"	"0"	"0.116232640121223"	"0"	"0.233815441148451"	"0.134139644146302"	"0"	"0"	"0.0416793999218446"	"0"	"0.109652193469764"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0269001067725476"	"0"	"0"	"0"	"0"	"0"	"0.417636075223464"	"0.421827028472928"	"0.346697709657872"	"0.142417692113999"	"0"	"0.0771676358884275"	"0.00222040573568078"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0234212195681428"	"0"	"0"	"0.212568526083061"	"0"	"0"	"3.13789349494418"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0187759786425018"	"0"	"0"	"0.0388318829252839"	"0"	"0.293302469666211"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0286156404970565"	"0"	"0"	"0"	"0"	"0"
"10043"	"4.48655220574972"	"0.383537380501561"	"11.4293615020605"	"0"	"0"	"4.05676785737167"	"0.346883800057759"	"0"	"0"	"0"	"0.129801991616012"	"0.31201721349205"	"0"	"0"	"0.0539912651187272"	"0"	"0"	"0"	"0"	"0"	"0.122622475119585"	"0.0796419704047004"	"31.7169334672511"	"0.03010291231705"	"0"	"0"	"0"	"0"	"1.47111092274135"	"1.26966112169596"	"0.0423028663854919"	"35.9402071651259"	"0.435483409935213"	"0.0774754990621486"	"0.0414280969057309"	"0"	"0.0640666382140706"	"0"	"0.677891642920577"	"0"	"0.480221338855634"	"0"	"107.308739908117"	"50.200795818454"	"0.0560167876887654"	"7.73416075848181"	"0"	"0"	"0.0676080993304441"	"0"	"0.0521707589450724"	"0"	"0"	"0"	"0"	"0"	"0.103759980996557"	"0"	"0"	"0"	"0"	"0"	"1.26016679266633"	"0"	"0.191413361352241"	"0"	"0"	"0"	"0.0799583659010421"	"0.0102311067041347"	"0"	"0.0295312319809808"	"0.00177043486146116"	"0"	"0"	"0"	"0.024361467562562"	"0"	"0.390581862159986"	"0"	"0"	"23.4102979341641"	"0"	"0"	"0"	"0"	"0.0260439819309588"	"0"	"0"	"2.49556504194458"	"0"	"0"	"0.964367558915108"	"0.391732122422387"	"0.00554520069429591"	"0.562444741674412"	"0.0220717892510298"	"0"	"0.00986641407595266"	"0"	"0"	"0"	"0"	"0.554500356314554"	"0"	"0"	"0"	"0"	"0"
"10047"	"17.7541182303118"	"1.6986826813808"	"0"	"0"	"0.084137610219199"	"40.8066701327298"	"0.506806307161874"	"0.0855725925615924"	"0.0583481687275256"	"0.873029414321172"	"0.833624944065467"	"0.266229867592095"	"0.359044976193619"	"0.0877045433327646"	"0.0224880968093976"	"0"	"0"	"0"	"0"	"0"	"0.910560278916142"	"0"	"19.7337033328934"	"0.490281073041647"	"0.922659039181537"	"0"	"0"	"0.00609573738615914"	"0.814504186639453"	"0.67451856060728"	"0"	"21.1065170572158"	"0"	"0.0419766539720762"	"0.0178330559409718"	"0.0569663040713902"	"0.514678992116048"	"0.0230659528508101"	"0"	"0.0360242538574708"	"0.650665097817024"	"0"	"1.0590620382383"	"0.257117769958568"	"0"	"0"	"0.0484972523669563"	"0"	"0"	"0.00897849860445352"	"0"	"0"	"0"	"0"	"0"	"0.245488215921785"	"0.107564924299249"	"0"	"0"	"0"	"0"	"0.00348814187894962"	"4.07908418670384"	"19.2255256236499"	"1.5308476938876"	"0.866532155515708"	"0"	"1.42193068302906"	"0.0914429017065264"	"0"	"0"	"0"	"0.0284831520356951"	"0.667018101863626"	"0"	"0"	"0"	"0"	"0.238454951373173"	"0"	"0"	"14.8892303086299"	"0"	"0"	"0.510799791392359"	"0.506510940633742"	"0.184534061313906"	"0"	"0.0528030042075646"	"0"	"0"	"0"	"0"	"0.111060229017709"	"0.0181268128422469"	"1.06549893603665"	"0.185138476198448"	"0"	"0.00810286159462513"	"0"	"0"	"0.0193549581336055"	"0"	"0.235667077658057"	"0"	"0"	"0"	"0"	"0"
"10052"	"4.51221799933046"	"0.66971447286461"	"13.0583304917775"	"0"	"0"	"3.83092759784712"	"0.190909024954216"	"0"	"0"	"0.0309904057327224"	"0.207560369675192"	"0.0248982481160225"	"0"	"0"	"0.0575096362428447"	"0"	"0"	"0.0229580441251307"	"0"	"0"	"0"	"0.0243385738878807"	"3.72281304704269"	"0"	"0"	"0"	"0"	"0"	"0.142614321234351"	"0.229480943610749"	"0"	"7.45519134121783"	"0"	"0"	"0"	"0"	"0.0107809839280217"	"0"	"0.0830753476976142"	"0"	"0.0353112980607288"	"0"	"72.8289096613245"	"27.0311645266037"	"0"	"5.66651396542664"	"0"	"0"	"0.00576080974496475"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.134288648873863"	"0"	"0"	"0"	"0"	"0"	"1.45615211530947"	"0"	"0.63252722970585"	"0"	"0"	"0"	"0.0635178427253233"	"0"	"0"	"0"	"0.00247013257024171"	"0"	"0"	"0"	"0"	"0"	"0.0535359492230374"	"0.00620201959481659"	"0"	"3.91202335707112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.763229817784581"	"0"	"0.00598157013495404"	"0.387184703896058"	"0.112787830609413"	"0"	"0.233360315158776"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.433060371229843"	"0"	"0.00630099901849723"	"0"	"0"	"0"
"10057"	"4.17520957016696"	"6.97102100646556"	"110.019861797765"	"0.0101933205843387"	"0.0178818847753308"	"6.7755315263445"	"0.469997268072581"	"0.0207322936342174"	"0"	"0.152051834161235"	"0.20669625765111"	"0.206533712865616"	"0"	"0.060312928087641"	"0.123061090401339"	"0"	"0"	"0.0207136891105765"	"0"	"0"	"0.127825806824335"	"0.115532133439477"	"12.4494519988602"	"0.0609151271423354"	"0.128822617617309"	"0"	"0"	"0"	"0.511328686119165"	"0.933225916688943"	"0.0483815533210544"	"27.6916613545856"	"0"	"0.0630859812955994"	"0.0284423999052148"	"0"	"0.0593308050764891"	"0"	"0.0474826610735593"	"0"	"0.278281568694266"	"0"	"72.2028147665083"	"41.8542374740149"	"0"	"4.84184294452816"	"0"	"0.0321682005606816"	"0.00952502651144619"	"0"	"0.0161281636258062"	"0"	"0"	"0"	"0.120239077920641"	"0.0516990336418747"	"2.068740777297"	"0.0219033994381434"	"0.0185222720627619"	"0.00764636129789074"	"0.477521329107169"	"0"	"0.708040189687806"	"0.26438692709083"	"0.154000413216262"	"0"	"0"	"0"	"1.30393133168243"	"0.00827539003404628"	"0"	"0.00959542994564542"	"0.0512828798235899"	"0"	"0"	"0"	"0"	"0"	"0.0943807484306105"	"0"	"0"	"14.0611677569897"	"0"	"0"	"0"	"0"	"0.0203367027104833"	"0"	"0"	"3.21498114578407"	"0"	"0"	"3.23005374748961"	"0.264935270945511"	"0"	"0.634426985567786"	"0"	"0"	"0.00678693022422368"	"0"	"0"	"0"	"0"	"0.60193271625066"	"0"	"0"	"0.300006756379638"	"0"	"0"
"10061"	"20.5975830706923"	"3.64083782334223"	"0"	"0"	"0.185585034103852"	"47.9076893337098"	"0.172856972290502"	"0.525538564170013"	"0.0145626008001471"	"0.411716601630238"	"0.598229328744459"	"0"	"0.00726329614348824"	"0.00780124437840778"	"0.0372053224372836"	"0"	"0"	"0"	"0"	"0"	"0.406550327582711"	"0"	"9.99815693268114"	"0.160836762038688"	"0"	"0"	"0"	"0"	"0.429077442940721"	"0.413379152587022"	"0"	"12.5793949811713"	"0"	"0"	"0.0127877601378178"	"0.108193263375741"	"0.193369506095862"	"0"	"0"	"0"	"1.09642321753122"	"0"	"1.56684790951629"	"0.242756129501775"	"0"	"0"	"0.041333982750027"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.901984827149661"	"0.550381595480363"	"0"	"0"	"0.0437626622041379"	"0"	"0"	"33.2790697674419"	"64.7787940180384"	"39.5373161907542"	"1.48999531889329"	"0.449177774029523"	"6.63279939657313"	"0.232177207369237"	"0"	"0.114443583188194"	"0"	"0.0216979719626345"	"0.135914132962382"	"1.86454355419186"	"0"	"0"	"0.0064040193081438"	"0.148446043138199"	"0"	"0"	"48.09689038061"	"0"	"0"	"0"	"2.08214110409682"	"3.51641703922843"	"0"	"0"	"0"	"0"	"0"	"0.0717943421149884"	"0.107802855285576"	"0.0518844771090091"	"0.175079076590108"	"0.106082974985454"	"0"	"0.00607065628358031"	"0"	"0.110658898935475"	"0.108248223737949"	"0.0466727186237925"	"0.901874906425245"	"0"	"0"	"0"	"0"	"0"
"10071"	"4.93466091659847"	"17.7397900019514"	"89.8851375858091"	"0"	"0.00798848760333112"	"9.12420065572029"	"0.0983825634392519"	"0.0207229270176579"	"0"	"0.153411778648938"	"0.27353282841441"	"0.188650869304464"	"0"	"0.454354491500055"	"0.0388415676394172"	"0"	"0.143637275726396"	"0.0513705453063076"	"0"	"0"	"0.134888549006867"	"0"	"7.81692346830873"	"0.077005755176645"	"0.0470927315991177"	"0"	"0"	"0"	"0.342321135383047"	"1.09242662481827"	"0.0226528983797027"	"33.9225314195047"	"0"	"0"	"0.0354679490912583"	"0.056080533648831"	"0.0976377518336771"	"0"	"0"	"0"	"11.5630203592056"	"0"	"44.4544965063329"	"24.0208792455028"	"0"	"2.9139941825003"	"0.058537696764616"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0262420934008057"	"0.320357877378876"	"0"	"7.13211670554195"	"0"	"0.0875128094314196"	"0.0358143018131923"	"1.52741856879699"	"0"	"1.67562075296469"	"0.0567201112415468"	"1.32914338491843"	"0"	"0"	"0"	"2.47904361694411"	"0"	"0"	"0"	"0.0131665118807157"	"0"	"0"	"0"	"0"	"0"	"0.00485220751329984"	"0"	"0"	"8.34661733950025"	"0"	"0"	"0.565114822568302"	"0"	"0.920672966403786"	"0"	"0.0717982040742932"	"1.3381730762354"	"0"	"0"	"2.89297087878574"	"0.156584124376386"	"0"	"0.523808939986984"	"0.0418545298134089"	"0"	"0"	"0.0333418133557288"	"0"	"0"	"0"	"2.4913784736164"	"0"	"0.357875335497272"	"1.38966520258569"	"0"	"0"
"10075"	"3.69168883416389"	"5.65329163133419"	"123.653568483046"	"0"	"0.0670590991284011"	"8.11399417643392"	"0.110331215320935"	"0.126803892186586"	"0.0229390035661598"	"0.607643043277924"	"0.222255780005498"	"0.331761280255246"	"0"	"0.0981536120436303"	"0.0865558485408172"	"0"	"0"	"0.0175645955060965"	"0"	"0"	"0.49998935185723"	"0.10568281699521"	"23.6331947138747"	"0.218885158812209"	"1.64533166060691"	"0"	"0"	"0.0150196893839953"	"0.987139947572417"	"1.48602286059451"	"0.0712283310294624"	"51.5739232791633"	"0"	"0.162566163687123"	"0.0696378857047715"	"0.0448615935042457"	"0.312764025540054"	"0"	"0.102173769945907"	"0"	"2.56308830988806"	"0"	"96.154503583584"	"72.8034575487588"	"0"	"11.1140793615761"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.10532078014102"	"0"	"3.02545680532485"	"0.0279020061100979"	"0.0483619284367365"	"0.0312919875629692"	"1.2162570035739"	"0"	"3.81742210399557"	"0.375414793561552"	"1.69257456603978"	"0"	"0"	"0"	"1.61194198891819"	"0"	"0"	"0.101780756676386"	"0"	"0"	"0"	"0"	"0"	"0"	"0.622473970130991"	"0.018060218151405"	"0"	"39.9629173587959"	"0"	"0"	"0"	"0"	"0.191229027998807"	"0"	"0"	"4.53523954449181"	"0"	"0"	"6.26303332675085"	"0.375550315378629"	"0.0635374679103697"	"0.778061728251652"	"0.0666612457939836"	"0"	"0.0116761725541216"	"0"	"0"	"0"	"0"	"2.41865883737769"	"0"	"0.257380130952796"	"0.7467736127406"	"0"	"0"
"10085"	"11.7520284059952"	"6.00230960318413"	"0.0354936418960725"	"0.037871581999686"	"0.0168478210680876"	"11.513992446"	"1.72424113697858"	"0.0419422460683185"	"0.00948036237036763"	"0.314223313971206"	"0.438872625522916"	"0.564220081819609"	"0"	"0.190664622715561"	"0.0345997211114908"	"0.128293331609519"	"0.00486688152779189"	"0"	"0"	"0.135849178571758"	"0.191103271860888"	"0"	"30.5463739876439"	"0.126556280994025"	"0.436947186642903"	"0.0369610387211761"	"0.206912187058465"	"0.0026112091017389"	"1.16260862338046"	"1.10795016945709"	"0"	"36.6900763711249"	"0"	"0.0482597172329088"	"0.0226389132582859"	"0.00506062592924358"	"0.0996795552559402"	"0.0140007572469456"	"0"	"0"	"0.947887558063295"	"0"	"0.645266744853953"	"0.629795820366249"	"0"	"0"	"0.0946226232142362"	"0"	"0.0680292186504382"	"0"	"0.0193599416365769"	"0"	"0.0295012328349663"	"0"	"0"	"0.761464441715072"	"0.556280994025137"	"0"	"0"	"0"	"0"	"0"	"2.92276450543463"	"13.4888195258895"	"0.639163519166659"	"0.0492690720031029"	"0"	"0.560884501371356"	"0.566767017278159"	"0"	"0"	"0.151452159539003"	"0.00148642034593257"	"4.74755972554416"	"0"	"0"	"0.0257593247573578"	"0.0762039764699364"	"0.920623897605437"	"0.0884612187981937"	"0"	"25.5083001653015"	"0"	"0.0248792560510495"	"0"	"0.386198712680192"	"0.0189708829314691"	"0"	"0"	"0"	"0"	"0"	"0.0406493854294606"	"0.298007147672389"	"0.327452048722377"	"1.30499321248165"	"0.0940482237018294"	"0"	"0.0142578518197013"	"0"	"0"	"0.0103438085827477"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"1008"	"1.22654816466459"	"4.70978990898452"	"84.500579232255"	"0"	"0.00763231302818852"	"3.40295944667115"	"0.438324433701771"	"0"	"0"	"0.0298337020071016"	"0.092142711514053"	"0.0587251940693217"	"0"	"0"	"0.00934808971205734"	"0"	"0"	"0"	"0.0724399761000404"	"0"	"0.039196876506269"	"0.154799378223931"	"2.19351365939258"	"0.00840187287059963"	"0"	"0.0381692253843969"	"0"	"0"	"0.0533082234481231"	"0.320172544037561"	"0.019234282064306"	"10.8673599383409"	"0"	"0"	"0.00474487264550632"	"0"	"0.0249936066429631"	"0.0100887763291406"	"0.81847226461545"	"0"	"0.498925208918409"	"0"	"18.4228943463868"	"13.5072683925392"	"0"	"2.78356335669511"	"0.0614416342481235"	"0"	"0.0461164333435077"	"0.0668580156198257"	"0.0127596085969145"	"0"	"0"	"0"	"0"	"0"	"0.205600934314002"	"0"	"0"	"0"	"0"	"0"	"0.0711766251795738"	"0"	"0.122719457136224"	"0"	"0"	"0"	"0.0829392236284334"	"0.0507662011202811"	"0"	"0.0729125541962224"	"0"	"0"	"0"	"0"	"0"	"0"	"0.173005419916869"	"0"	"0"	"2.18744792507575"	"0"	"0"	"0"	"0"	"0.0273158978335653"	"0"	"0"	"1.55106023661903"	"0.0137849027208006"	"0.157132806230017"	"0.373750349130327"	"0.235877162692964"	"0"	"0.325535598329831"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"10100"	"4.11486596145636"	"0.712726554755104"	"4.65861598083879"	"0"	"0"	"3.63934209315764"	"0.086450803259556"	"0"	"0"	"0.124432094821945"	"0.213455850961007"	"0.165475293346606"	"0"	"0"	"0.0944249930998552"	"0"	"0"	"0.0164735142980304"	"0"	"0"	"0.188748680702647"	"0"	"5.1031217599039"	"0.0596844437139422"	"0.205362782221092"	"0"	"0.983381763563307"	"0.00364617091064338"	"0.187079207460219"	"0.721146282036571"	"0"	"25.4878097441416"	"0"	"0.0595748683803835"	"0.0227172408517518"	"0"	"0.0436047803789859"	"0"	"0.19639414454227"	"0"	"0.00409480954049687"	"0"	"43.0807032668955"	"6.42847366729001"	"0.14597088397316"	"1.95687693759685"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0444906866135123"	"0"	"0"	"0"	"0"	"0"	"0.405393587362036"	"0.526899193794315"	"0.188934752023784"	"1.00154439196544"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.449925623158023"	"0.0476104824312492"	"0.48292020331393"	"0"	"14.6029961617621"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.650008114777061"	"0.123402500178318"	"0"	"0.276611558543723"	"0.0399205682204656"	"1.30840184376005"	"0"	"0.0471897544995663"	"0"	"0.0111043229536548"	"0"	"0"	"0"	"0"	"0.0343580694480194"	"0"	"0"	"0"	"0"	"0"
"10103"	"5.36584205118723"	"5.88735951455964"	"66.2080718327349"	"0"	"0"	"5.30801636344153"	"0.0961341684543607"	"0"	"0"	"0.230466509363595"	"0.245113344357155"	"0.166790281947897"	"0"	"0"	"0.13507088093222"	"0"	"0"	"0.0341188681742828"	"0"	"0"	"0.26022242346183"	"0"	"9.03318912717806"	"0.0986113766680184"	"0"	"0"	"0.0480523764600085"	"0"	"0.286728971569886"	"1.08942374968221"	"0.0222780650461509"	"44.2058751226523"	"0"	"0.0726143476369871"	"0"	"0"	"0.0530530172984353"	"0"	"0"	"0"	"0.761507251979771"	"0"	"70.2760343237264"	"14.2666717793667"	"0"	"3.54402349880972"	"0"	"0"	"0.00380447914543671"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.74719659452157"	"0"	"0"	"0"	"0"	"0"	"1.31917850817016"	"0"	"0.591304768048006"	"0"	"0.00736974696337136"	"0"	"0.865787422337737"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.00725796793286535"	"0.0285771916148918"	"0"	"0"	"38.686249708471"	"0"	"0"	"0"	"0"	"0.0121969412046502"	"0"	"0"	"1.46702308489113"	"0"	"0"	"1.00076480389294"	"0.0825095232792438"	"0.0679898054162403"	"0.599263771197569"	"0.130112262285713"	"0"	"0.00976963434389701"	"0"	"0"	"0"	"0"	"0.711314895396259"	"0"	"0.0180884525117715"	"0"	"0"	"0"
